"Reference","Year","peer.review","search","Location","USA","Global.Region","Method","Conventional..Molecular..or.Immunologic","MDL.ALOD.LOD","Below.MDL","MDL.units","Sample.Volume","kingdom","class","order","family","genius","Animal.common.name","Animal.Latin.Name"
"Sippy et al.",2012,"yes","Google Scholar","USA, Iowa, centra, farms","yes","North America","PCR (16S rRNA 816 bp 854 bp variable, mapA 417 bp, tetO 559 bp, cjsa0191 1920 bp, pTet0048 3438 bp, gyrA 219 bp) culture broth and plate","Molecular",NA,NA,NA,"swab variable","Animal","Bird","Passeriformes","Fringillidae","Spinus","American goldfinch","Spinus tristis"
"Sippy et al.",2012,"yes","Google Scholar","USA, Iowa, centra, farms","yes","North America","PCR (16S rRNA 816 bp 854 bp variable, mapA 417 bp, tetO 559 bp, cjsa0191 1920 bp, pTet0048 3438 bp, gyrA 219 bp) culture broth and plate","Molecular",NA,NA,NA,"swab variable","Animal","Bird","Passeriformes","Turdidae","Turdus","American robin","Turdus migratorius"
"Sippy et al.",2012,"yes","Google Scholar","USA, Iowa, centra, farms","yes","North America","PCR (16S rRNA 816 bp 854 bp variable, mapA 417 bp, tetO 559 bp, cjsa0191 1920 bp, pTet0048 3438 bp, gyrA 219 bp) culture broth and plate","Molecular",NA,NA,NA,"swab variable","Animal","Bird","Passeriformes","Hirundinidae","Hirundo","Barn swallow","Hirundo rustica"
"Sippy et al.",2012,"yes","Google Scholar","USA, Iowa, centra, farms","yes","North America","PCR (16S rRNA 816 bp 854 bp variable, mapA 417 bp, tetO 559 bp, cjsa0191 1920 bp, pTet0048 3438 bp, gyrA 219 bp) culture broth and plate","Molecular",NA,NA,NA,"swab variable","Animal","Bird","Passeriformes","Paridae","Poecile","Black-capped chickadee","Poecile atricapillus"
"Sippy et al.",2012,"yes","Google Scholar","USA, Iowa, centra, farms","yes","North America","PCR (16S rRNA 816 bp 854 bp variable, mapA 417 bp, tetO 559 bp, cjsa0191 1920 bp, pTet0048 3438 bp, gyrA 219 bp) culture broth and plate","Molecular",NA,NA,NA,"swab variable","","","","","","Blue jay","Cyanocitta cristata"
"Sippy et al.",2012,"yes","Google Scholar","USA, Iowa, centra, farms","yes","North America","PCR (16S rRNA 816 bp 854 bp variable, mapA 417 bp, tetO 559 bp, cjsa0191 1920 bp, pTet0048 3438 bp, gyrA 219 bp) culture broth and plate","Molecular",NA,NA,NA,"swab variable","","","","","","Brown creeper","Certhia Americana"
"Sippy et al.",2012,"yes","Google Scholar","USA, Iowa, centra, farms","yes","North America","PCR (16S rRNA 816 bp 854 bp variable, mapA 417 bp, tetO 559 bp, cjsa0191 1920 bp, pTet0048 3438 bp, gyrA 219 bp) culture broth and plate","Molecular",NA,NA,NA,"swab variable","Animal","Mammal","Rodentia","Muridae","Rattus","Brown rat","Rattus norvegicus"
"Sippy et al.",2012,"yes","Google Scholar","USA, Iowa, centra, farms","yes","North America","PCR (16S rRNA 816 bp 854 bp variable, mapA 417 bp, tetO 559 bp, cjsa0191 1920 bp, pTet0048 3438 bp, gyrA 219 bp) culture broth and plate","Molecular",NA,NA,NA,"swab variable","Animal","Bird","Passeriformes","Passerellidae","Junco","Dark-eyed junco","Junco hyemalis"
"Sippy et al.",2012,"yes","Google Scholar","USA, Iowa, centra, farms","yes","North America","PCR (16S rRNA 816 bp 854 bp variable, mapA 417 bp, tetO 559 bp, cjsa0191 1920 bp, pTet0048 3438 bp, gyrA 219 bp) culture broth and plate","Molecular",NA,NA,NA,"swab variable","Animal","Bird","Piciformes","Picidae","Dryobates","Downy woodpecker","Picoides pubescens"
"Sippy et al.",2012,"yes","Google Scholar","USA, Iowa, centra, farms","yes","North America","PCR (16S rRNA 816 bp 854 bp variable, mapA 417 bp, tetO 559 bp, cjsa0191 1920 bp, pTet0048 3438 bp, gyrA 219 bp) culture broth and plate","Molecular",NA,NA,NA,"swab variable",NA,"Mammal","","","","Eastern mole","Scalopus aquaticus"
"Sippy et al.",2012,"yes","Google Scholar","USA, Iowa, centra, farms","yes","North America","PCR (16S rRNA 816 bp 854 bp variable, mapA 417 bp, tetO 559 bp, cjsa0191 1920 bp, pTet0048 3438 bp, gyrA 219 bp) culture broth and plate","Molecular",NA,NA,NA,"swab variable","Animal","Bird","Passeriformes","Sturnidae","Sturnus","European starling","Sturnus vulgaris"
"Sippy et al.",2012,"yes","Google Scholar","USA, Iowa, centra, farms","yes","North America","PCR (16S rRNA 816 bp 854 bp variable, mapA 417 bp, tetO 559 bp, cjsa0191 1920 bp, pTet0048 3438 bp, gyrA 219 bp) culture broth and plate","Molecular",NA,NA,NA,"swab variable","Animal","Bird","Passeriformes","Mimidae","Dumetella","Grey catbird","Dumetella carolinensis"
"Sippy et al.",2012,"yes","Google Scholar","USA, Iowa, centra, farms","yes","North America","PCR (16S rRNA 816 bp 854 bp variable, mapA 417 bp, tetO 559 bp, cjsa0191 1920 bp, pTet0048 3438 bp, gyrA 219 bp) culture broth and plate","Molecular",NA,NA,NA,"swab variable",NA,"Avian","","","","Hairy woodpecker","Picoides villosus"
"Sippy et al.",2012,"yes","Google Scholar","USA, Iowa, centra, farms","yes","North America","PCR (16S rRNA 816 bp 854 bp variable, mapA 417 bp, tetO 559 bp, cjsa0191 1920 bp, pTet0048 3438 bp, gyrA 219 bp) culture broth and plate","Molecular",NA,NA,NA,"swab variable","","","","","","Harris's sparrow","Zonotrichia querula)"
"Sippy et al.",2012,"yes","Google Scholar","USA, Iowa, centra, farms","yes","North America","PCR (16S rRNA 816 bp 854 bp variable, mapA 417 bp, tetO 559 bp, cjsa0191 1920 bp, pTet0048 3438 bp, gyrA 219 bp) culture broth and plate","Molecular",NA,NA,NA,"swab variable",NA,"Mammal","","","","House mouse ","Mus musculus"
"Sippy et al.",2012,"yes","Google Scholar","USA, Iowa, centra, farms","yes","North America","PCR (16S rRNA 816 bp 854 bp variable, mapA 417 bp, tetO 559 bp, cjsa0191 1920 bp, pTet0048 3438 bp, gyrA 219 bp) culture broth and plate","Molecular",NA,NA,NA,"swab variable","Animal","Bird","Passeriformes","Passeridae","Passer","House sparrow","Passer domesticus"
"Sippy et al.",2012,"yes","Google Scholar","USA, Iowa, centra, farms","yes","North America","PCR (16S rRNA 816 bp 854 bp variable, mapA 417 bp, tetO 559 bp, cjsa0191 1920 bp, pTet0048 3438 bp, gyrA 219 bp) culture broth and plate","Molecular",NA,NA,NA,"swab variable","","","","","","Nashville warbler","Oreothlypis ruficapilla"
"Sippy et al.",2012,"yes","Google Scholar","USA, Iowa, centra, farms","yes","North America","PCR (16S rRNA 816 bp 854 bp variable, mapA 417 bp, tetO 559 bp, cjsa0191 1920 bp, pTet0048 3438 bp, gyrA 219 bp) culture broth and plate","Molecular",NA,NA,NA,"swab variable","Animal","Bird","Passeriformes","Cardinalidae","Cardinalis","Northern cardinal","Cardinalis cardinalis"
"Sippy et al.",2012,"yes","Google Scholar","USA, Iowa, centra, farms","yes","North America","PCR (16S rRNA 816 bp 854 bp variable, mapA 417 bp, tetO 559 bp, cjsa0191 1920 bp, pTet0048 3438 bp, gyrA 219 bp) culture broth and plate","Molecular",NA,NA,NA,"swab variable",NA,"Avian","","","","Orange-crowned warbler","Oreothlypis celata"
"Sippy et al.",2012,"yes","Google Scholar","USA, Iowa, centra, farms","yes","North America","PCR (16S rRNA 816 bp 854 bp variable, mapA 417 bp, tetO 559 bp, cjsa0191 1920 bp, pTet0048 3438 bp, gyrA 219 bp) culture broth and plate","Molecular",NA,NA,NA,"swab variable","","","","","","Rose-breasted grosbeak","Pheucticus ludovicianus"
"Sippy et al.",2012,"yes","Google Scholar","USA, Iowa, centra, farms","yes","North America","PCR (16S rRNA 816 bp 854 bp variable, mapA 417 bp, tetO 559 bp, cjsa0191 1920 bp, pTet0048 3438 bp, gyrA 219 bp) culture broth and plate","Molecular",NA,NA,NA,"swab variable",NA,"Avian","","","","Ruby-crowned kinglet","Regulus calendula"
"Sippy et al.",2012,"yes","Google Scholar","USA, Iowa, centra, farms","yes","North America","PCR (16S rRNA 816 bp 854 bp variable, mapA 417 bp, tetO 559 bp, cjsa0191 1920 bp, pTet0048 3438 bp, gyrA 219 bp) culture broth and plate","Molecular",NA,NA,NA,"swab variable","Animal","Bird","Passeriformes","Passerellidae","Melospiza","Song sparrow","Melospiza melodia"
"Sippy et al.",2012,"yes","Google Scholar","USA, Iowa, centra, farms","yes","North America","PCR (16S rRNA 816 bp 854 bp variable, mapA 417 bp, tetO 559 bp, cjsa0191 1920 bp, pTet0048 3438 bp, gyrA 219 bp) culture broth and plate","Molecular",NA,NA,NA,"swab variable",NA,"Avian","","","","Swamp sparrow ","Melospiza Americana"
"Sippy et al.",2012,"yes","Google Scholar","USA, Iowa, centra, farms","yes","North America","PCR (16S rRNA 816 bp 854 bp variable, mapA 417 bp, tetO 559 bp, cjsa0191 1920 bp, pTet0048 3438 bp, gyrA 219 bp) culture broth and plate","Molecular",NA,NA,NA,"swab variable",NA,"Avian","","","","White-throated sparrow ","Zonotrichia albicollis"
"Sippy et al.",2012,"yes","Google Scholar","USA, Iowa, centra, farms","yes","North America","PCR (16S rRNA 816 bp 854 bp variable, mapA 417 bp, tetO 559 bp, cjsa0191 1920 bp, pTet0048 3438 bp, gyrA 219 bp) culture broth and plate","Molecular",NA,NA,NA,"swab variable",NA,"Mammal","","","Microtus","","Microtus pinetorum, Microtus pennsylvanicus, Microtus ochrogaster"
"Sippy et al.",2012,"yes","Google Scholar","USA, Iowa, centra, farms","yes","North America","PCR (16S rRNA 816 bp 854 bp variable, mapA 417 bp, tetO 559 bp, cjsa0191 1920 bp, pTet0048 3438 bp, gyrA 219 bp) culture broth and plate","Molecular",NA,NA,NA,"swab variable",NA,"Mammal","","","Peromyscus","","Peromyscus maniculatus, Peromyscus leucopus"
"Sippy et al.",2012,"yes","Google Scholar","USA, Iowa, centra, farms","yes","North America","PCR (16S rRNA 816 bp 854 bp variable, mapA 417 bp, tetO 559 bp, cjsa0191 1920 bp, pTet0048 3438 bp, gyrA 219 bp) culture broth and plate","Molecular",NA,NA,NA,"swab variable",NA,"Mammal","","Soricidae","","","Soricidae, Blarina brevicauda, Cryptotis parva"
"Smith et al.",2020,"yes","review","USA, Washington/Oregon/California","yes","North America","PCR (method from Wang et al. (2002)), QIAamp?
DNA stool mini kits","Molecular",NA,NA,NA,NA,NA,"Avian","","","","Bird (class)",""
"Sulzner et al.",2014,"yes","Google Scholar","USA, California, University of California Landels-Hill Big Creek Reserve/Hopland Research and Extension Center ","yes","North America","culture broth and plate","Conventional",NA,NA,NA,"swab","Animal","Bird","Accipitriformes","Cathartidae","Cathartes","Turkey vulture","Cathartes aura"
"Tang et al.",2017,"yes","Web of Science","USA, Texas/Missouri/Colorado/Kansas","yes","North America","PCR (CCCJ-F/CCCJ-R,mapA-F/mapA-R, CJSA_1356F/CJSA_1356R), culture broth and plate","Molecular",NA,NA,NA,NA,"Animal","Bird","Passeriformes","Sturnidae","Sturnus","European starling","Sturnus vulgaris"
"Vogt, N. A.",2021,"Thesis","Google Scholar","Canada, Ontario, Guelph/Cambridge, swine farms","no","North America","PCR (16S rRNA), membraine filteration, culture broth and plate","Molecular",NA,NA,NA,NA,"Animal","Mammal","Carnivora","Procyonidae","Procyon","Raccoon","Procyon lotor"
"Wahlstrom et al.",2003,"yes","review","Sweden, Oland, Oteby Bird Observatory","no","Europe","Standard method, culture","Conventional",NA,NA,NA,"0.1g","Animal","Bird","Anseriformes","Anatidae","Branta","Canada goose",""
"Wahlstrom et al.",2003,"yes","review","Sweden, Oland, Oteby Bird Observatory","no","Europe","Standard method, culture","Conventional",NA,NA,NA,"0.1g",NA,"Avian","","","Gull","","Larus argentatus, Larus canus, Larus marinus"
"Waldenstrom et al.",2002,"yes","review","Sweden, Oland, Oteby Bird Observatory","no","Europe","PCR, Biochemical, plate culture, outside lab, standard method","Molecular",NA,NA,NA,NA,"Animal","Bird","Passeriformes","Hirundinidae","Hirundo","Barn swallow","Hirundo rustica"
"Waldenstrom et al.",2002,"yes","review","Sweden, Oland, Oteby Bird Observatory","no","Europe","PCR, Biochemical, plate culture, outside lab, standard method","Molecular",NA,NA,NA,NA,NA,"Avian","","","","Barred warbler","Sylvia nisoria"
"Waldenstrom et al.",2002,"yes","review","Sweden, Oland, Oteby Bird Observatory","no","Europe","PCR, Biochemical, plate culture, outside lab, standard method","Molecular",NA,NA,NA,NA,"Animal","Bird","Passeriformes","Muscicapidae","Phoenicurus","Black redstart","Phoenicurus ochruros"
"Waldenstrom et al.",2002,"yes","review","Sweden, Oland, Oteby Bird Observatory","no","Europe","PCR, Biochemical, plate culture, outside lab, standard method","Molecular",NA,NA,NA,NA,"Animal","Bird","Charadriiformes","Laridae","Chroicocephalus","Black-headed gull","Larus ridibundus"
"Waldenstrom et al.",2002,"yes","review","Sweden, Oland, Oteby Bird Observatory","no","Europe","PCR, Biochemical, plate culture, outside lab, standard method","Molecular",NA,NA,NA,NA,"Animal","Bird","Passeriformes","Paridae","Cyanistes","Blue tit","Parus caeruleus"
"Waldenstrom et al.",2002,"yes","review","Sweden, Oland, Oteby Bird Observatory","no","Europe","PCR, Biochemical, plate culture, outside lab, standard method","Molecular",NA,NA,NA,NA,"","","","","","Bluethroat","Luscinia svecica"
"Waldenstrom et al.",2002,"yes","review","Sweden, Oland, Oteby Bird Observatory","no","Europe","PCR, Biochemical, plate culture, outside lab, standard method","Molecular",NA,NA,NA,NA,"Animal","Bird","Strigiformes","Strigidae","Aegolius","Boreal owl","Aegolius funereus"
"Waldenstrom et al.",2002,"yes","review","Sweden, Oland, Oteby Bird Observatory","no","Europe","PCR, Biochemical, plate culture, outside lab, standard method","Molecular",NA,NA,NA,NA,"Animal","Bird","Passeriformes","Fringillidae","Fringilla","Brambling","Fringilla montifringilla"
"Waldenstrom et al.",2002,"yes","review","Sweden, Oland, Oteby Bird Observatory","no","Europe","PCR, Biochemical, plate culture, outside lab, standard method","Molecular",NA,NA,NA,NA,"","","","","","Brant goose","Branta bernicla"
"Waldenstrom et al.",2002,"yes","review","Sweden, Oland, Oteby Bird Observatory","no","Europe","PCR, Biochemical, plate culture, outside lab, standard method","Molecular",NA,NA,NA,NA,"","","","","","Broad-billed sandpiper","Limicola falcinellus"
"Waldenstrom et al.",2002,"yes","review","Sweden, Oland, Oteby Bird Observatory","no","Europe","PCR, Biochemical, plate culture, outside lab, standard method","Molecular",NA,NA,NA,NA,"","","","","","Bucephala clangula","Sylvia borin"
"Waldenstrom et al.",2002,"yes","review","Sweden, Oland, Oteby Bird Observatory","no","Europe","PCR, Biochemical, plate culture, outside lab, standard method","Molecular",NA,NA,NA,NA,"Animal","Bird","Passeriformes","Paridae","Periparus","Coal tit","Parus ater"
"Waldenstrom et al.",2002,"yes","review","Sweden, Oland, Oteby Bird Observatory","no","Europe","PCR, Biochemical, plate culture, outside lab, standard method","Molecular",NA,NA,NA,NA,"Animal","Bird","Passeriformes","Muscicapidae","Ficedula","Collared flycatcher","Ficedula albicollis"
"Waldenstrom et al.",2002,"yes","review","Sweden, Oland, Oteby Bird Observatory","no","Europe","PCR, Biochemical, plate culture, outside lab, standard method","Molecular",NA,NA,NA,NA,"Animal","Bird","Passeriformes","Turdidae","Turdus","Common blackbird","Turdus merula"
"Waldenstrom et al.",2002,"yes","review","Sweden, Oland, Oteby Bird Observatory","no","Europe","PCR, Biochemical, plate culture, outside lab, standard method","Molecular",NA,NA,NA,NA,"Animal","Bird","Passeriformes","Fringillidae","Fringilla","Common chaffinch","Fringilla coelebs"
"Waldenstrom et al.",2002,"yes","review","Sweden, Oland, Oteby Bird Observatory","no","Europe","PCR, Biochemical, plate culture, outside lab, standard method","Molecular",NA,NA,NA,NA,"Animal","Bird","Passeriformes","Phylloscopidae","Phylloscopus","Common chiffchaff","Phylloscopus collybita"
"Waldenstrom et al.",2002,"yes","review","Sweden, Oland, Oteby Bird Observatory","no","Europe","PCR, Biochemical, plate culture, outside lab, standard method","Molecular",NA,NA,NA,NA,"","","","","","Common cuckoo","Cuculus canorus"
"Waldenstrom et al.",2002,"yes","review","Sweden, Oland, Oteby Bird Observatory","no","Europe","PCR, Biochemical, plate culture, outside lab, standard method","Molecular",NA,NA,NA,NA,"","","","","","Common eider","Somateria mollissima"
"Waldenstrom et al.",2002,"yes","review","Sweden, Oland, Oteby Bird Observatory","no","Europe","PCR, Biochemical, plate culture, outside lab, standard method","Molecular",NA,NA,NA,NA,"Animal","Bird","Passeriformes","Locustellidae","Locustella","Common grasshopper warbler","Locustella naevia"
"Waldenstrom et al.",2002,"yes","review","Sweden, Oland, Oteby Bird Observatory","no","Europe","PCR, Biochemical, plate culture, outside lab, standard method","Molecular",NA,NA,NA,NA,"","","","","","Common greenshank","Tringa nebularia"
"Waldenstrom et al.",2002,"yes","review","Sweden, Oland, Oteby Bird Observatory","no","Europe","PCR, Biochemical, plate culture, outside lab, standard method","Molecular",NA,NA,NA,NA,"Animal","Bird","Passeriformes","Hirundinidae","Delichon","Common house martin","Delichon urbica"
"Waldenstrom et al.",2002,"yes","review","Sweden, Oland, Oteby Bird Observatory","no","Europe","PCR, Biochemical, plate culture, outside lab, standard method","Molecular",NA,NA,NA,NA,"Animal","Bird","Passeriformes","Fringillidae","Linaria","Common linnet","Carduelis cannabina"
"Waldenstrom et al.",2002,"yes","review","Sweden, Oland, Oteby Bird Observatory","no","Europe","PCR, Biochemical, plate culture, outside lab, standard method","Molecular",NA,NA,NA,NA,NA,"Avian","","","","Common redpool","Carduelis flammea"
"Waldenstrom et al.",2002,"yes","review","Sweden, Oland, Oteby Bird Observatory","no","Europe","PCR, Biochemical, plate culture, outside lab, standard method","Molecular",NA,NA,NA,NA,"Animal","Bird","Passeriformes","Muscicapidae","Phoenicurus","Common redstart","Phoenicurus phoenicurus"
"Waldenstrom et al.",2002,"yes","review","Sweden, Oland, Oteby Bird Observatory","no","Europe","PCR, Biochemical, plate culture, outside lab, standard method","Molecular",NA,NA,NA,NA,"Animal","Bird","Passeriformes","Emberizidae","Emberiza","Common reed bunting","Emberiza schoeniclus"
